PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,class
-1289.1534681734279,-67.13459984544345,75.45919184849913,-407.48513370683156,-223.02763440604426,-105.08900452820744,-9.628876753569038,69.50944569173234,-86.08902158291268,34.66148585957149,28.73619543797256,0.10917802178768415,-2.0554535383080985,2.320880895976968,0.06449237260065596,-3.3908354308094375,-0.7739513230082555,-1.0593665051200878,-1.270683037961933,0.5367502142408881,0.4676055717961294,-0.5543781623731848,-0.6937778748894459,0.3714059388254533,0.06712108328708888,-0.0874901207315499,-0.02851766930207971,-0.22295435524773966,-0.048531407836776556,-0.027279711184910606,0.09208345699344868,-0.08001194328989662,0.1437209925740095,-0.0014956602410013012,0.04885049529400737,-0.014251704422415216,0.07950602355054684,-0.05021444116377948,0.0077904322423602524,-0.012732845686338338,0.009341420604859126,-0.02188180815224156,0.026548747809023263,0.009520185155757787,0.004979198517398026,-0.0163622626258013,0.003581264766517867,-0.005189102052006337,0.008583249129627907,-0.004419831672705186,-0.001838574551969391,-0.00585400435170359,-0.006844114877313432,FH
-1337.6195670179336,104.855212199663,186.94055428182176,-515.2915082966297,-320.113798356921,-96.89702978709204,-111.15931715531873,-10.277494509601645,-8.378136861192438,2.5276909607763076,-11.920823427964896,0.8522705720210932,-0.08440300572957424,-0.3083365685377874,2.2773210739075376,-5.940742408298739,-0.7821433149406403,-1.0023956286232598,-0.26709048018719356,-0.7915387158790463,0.17358710923879137,0.1356170653194036,-0.1108333702708858,-0.5360504761491084,0.010823578180809491,-0.05072336017520514,-0.11468539923521485,-0.16293526834746155,0.05100499209829034,-0.00452072214808605,0.09349202305444794,-0.04716268790120275,0.15587242427069453,-0.04700031766940109,0.03788168616869959,-0.017616118328315465,0.01786845433595916,-0.007023117764555735,0.004281028834930579,-0.004499681257888243,0.00662913013390233,0.01213288013361988,0.007073021801486296,0.0015757805505861944,0.024116323477004764,-0.0014332038257761658,-0.009009132514010774,0.011527322903924447,0.0066996950188065625,-0.006014771824526229,0.0010011847635894462,0.003742908181751158,0.000993602584086712,FH
-1517.0388115610338,-38.57146478615758,-307.1685422600212,-120.94723811506125,-388.6550391388792,51.699709827720035,21.743455180325796,14.674586197225057,-11.84027111624735,1.2592975470438068,-18.522740967650545,0.2771852794057866,-0.7264994584395309,9.388165699989061,0.6580530292401064,-0.008041831885588832,0.05710406649031333,0.1979014319580238,-0.2380658809264716,-0.47233088731016,0.32965185329556285,-0.7294707671519358,-0.4339878404817642,0.7552553347121835,-0.1300501050121901,0.07792992600993562,-0.08014848747858269,-0.24255567409452147,0.23727241174161834,-0.05989115030237034,0.049651480146749166,-0.13693074881200834,0.23647260643481008,-0.057152977368647606,0.017746458607571063,-0.03537465492060811,0.02975154626034123,0.01632301416421018,-0.016151786033078996,0.014343749467351615,0.0038859474282049705,-0.03579915414118083,0.036584442801206145,-0.014399122240799787,0.005607939009314004,-0.0020997028920456996,0.0010048253111999874,0.0050116637917781495,-0.004845459845068155,0.004839013996854752,-0.003954673869458512,-0.004251708264528547,-0.006108193254189708,FH
2429.06300498248,-843.781741514849,-923.5517339510981,-592.2599372583918,355.3010223187439,-111.10475387995936,-36.01650316519152,0.3160050496138039,47.43140816962145,122.05966262247136,-41.70142625551827,0.6670290865786859,6.063168072492215,-0.24750173721464566,4.217516347791643,-4.123622867211544,1.1788098216662852,-1.9697230398319299,-1.5743586046259954,-0.4909171612455024,-0.12750549889572868,-0.20274446156396603,-1.3256339564187363,0.2904163228599361,0.010963242739648828,0.15772866199554664,-0.033133876088972516,-0.547378612397232,0.22106017704621636,-0.22374023873080298,0.018038899569975345,-0.3396328927134628,-0.08948683369776429,-0.023114231098760662,0.06535011638432625,-0.09085196982384845,-0.019242278732597016,0.015623599741543653,-0.08761782104453547,-0.011933280996949482,-0.02067494263882777,-0.08167517676938786,0.006062293373210322,-0.015955636211952187,0.03413661497333817,0.007133239883403986,0.015840215477605103,0.022675005584234537,0.020365154947718442,-0.00798667337694405,0.013164241724728565,-0.014517021281988257,0.002124375360699661,FH
-1317.746598443445,-586.3543464540581,-607.111550935138,-17.305450783000982,-321.5361078137638,-17.141271652330975,-37.35527269801626,5.421116017478314,-8.396757004482708,-1.6546620356828288,-18.041780548691232,1.3860634825208953,-1.675678268277678,8.690781378117512,1.7779705933925165,-0.8413366454605744,-0.44627471254970585,-0.17736926029639874,0.3155723748205551,-0.4268305177408622,0.4005333867347745,-0.5167793841550667,-0.18961730622893574,0.4855750165960451,-0.1811948371501782,-0.09263654843523675,0.1834447866068494,-0.0939940087595794,0.062439102090807955,-0.05155480240945643,0.1085419769526888,-0.0771791347592607,0.10290551661995162,0.013884763453207917,0.03132752758832603,-0.04723194099978789,0.010601513970201527,-0.01628697364615239,-0.012401922680850259,2.7599402398206073e-05,0.019068923817491798,-0.019669223647073093,0.009378999378256347,-0.018849282490091136,0.005449258350113147,0.0027742705257913372,-0.00045748422646021655,0.001803580039525552,0.005096808551656656,-0.0006836492101718719,-0.00905296281365636,0.0008240486220856384,0.0008668720055796115,FH
-1361.867211443712,-48.88681686784394,-16.46232850567365,-366.16850112899573,-269.8237017917552,-69.98010570873237,-103.11782723864359,42.2254755806479,-56.77943503465019,23.996836742271427,19.960817822282156,1.622838148200352,-2.398839787372366,4.0980285191752515,-0.37051802400520456,-1.8871924041009747,-1.1706330595056043,-0.33830860013371816,-0.7420248336834073,0.4171372694863521,0.5481984348582412,-0.2214776974258516,-0.3589132036106612,0.16625775239253793,-0.00985061931484019,0.08281255059001226,-0.047075687456494625,-0.2563119905709921,0.07382386079862441,0.05340566842265983,0.05813104029678967,-0.022078640068679836,0.13249180397341465,0.01726240911267558,0.02760128943589687,-0.030734202764466596,0.0486030462325098,0.0017217079802069638,0.02425928860160898,-0.010326615192177792,-0.009698751729114226,-0.009053188606661402,0.016719797743593258,-0.008116039032881378,-0.0031926471042408307,0.005034668481521809,0.0030407800685475373,-0.000565227583670975,-0.0025602498034352473,0.0028415721378078395,-0.0020959417415239035,-0.00528446202825931,-0.006509766799225659,FH
1734.4010508918277,72.70986857108522,90.95154916622091,-589.3156985916969,-301.3681358082828,-101.94074106066877,-134.43172490551547,-8.369789284736896,-0.4368146937820722,1.3363565536776139,-9.702812321177255,0.42082248556652313,0.7448497938337683,1.6456556456593476,1.7908329145059931,-6.653313894538245,-0.8574570024728702,-1.2303287458906962,-0.28646761654709185,-0.48547840838528056,0.21254457778261562,0.3070550506407202,-0.06896243264539088,-0.6678664477663069,0.06461861335618684,-0.11265717507703071,-0.03195742483037557,-0.09821314176319441,0.020951237122793426,-0.02476407276567027,0.10285663322949956,-0.06537069722014457,0.12031585644499651,-0.040829027042293325,0.03315292036480917,0.016789952594306733,0.023612972120575525,-0.002239399697848925,0.002700690885521687,-0.0024469834699590042,-0.0017416645361228726,-0.019100426559336876,-0.004071540269927387,0.009789941560040061,0.005641094643401156,-0.00023776278335312377,-0.005303585951654889,0.007294678907414773,0.002544851651176613,0.0034450711000110763,-0.0007068463968752494,0.0006603058774179337,0.001143736109150101,FH
-1523.904039060624,83.54786981430493,-35.834518763686226,-217.36902838238524,-233.78569635065944,-74.73146142272951,-95.69792966422924,30.082160367387605,-9.70860987733446,4.460952671731649,6.585638398542902,0.22077795550768226,-1.0932211215931378,4.598384228405783,0.22328613775912057,-2.579788123728454,-1.1637208017157936,-0.622168703042055,-0.43316635159987216,-0.3652212572612024,0.28370535079375225,0.019605854322712134,-0.6636777722067283,0.20683303405517733,-0.06707971651905148,0.2146115306701272,-0.1374115918831484,-0.25837740795250946,0.15201091864458086,0.024857729932264788,0.09562270003898035,-0.13154845828054193,0.1421603843031309,0.014931712745212374,-0.02598194167597513,-0.03113959923406346,0.022648548515824058,-0.016654119960039352,0.027028218772311197,0.001241440322170239,0.03315468532041793,-0.006258557944598726,0.0331814940062913,0.000331951193586177,0.00936549895521922,0.00039689960364609273,0.00016209639192211285,-0.0004064791238717291,0.0032214091270834984,0.005321358550223635,-0.00235453450031087,0.0029587337346724694,-0.0003501992742538239,FH
-955.3362109980915,-23.871077556469288,122.35460885317579,-618.2252149349165,-298.4520442573043,-81.35988333089377,-22.506506788889887,19.3392610288494,-47.46374468793259,15.987827826126667,-2.4280301712148633,0.8666292155766169,1.5079403261683555,5.9602169787493935,0.3528475838992953,-3.845406588403066,-0.7590071142599628,-0.5278137746120241,-0.8037503794984573,-0.34619681084040826,0.49866723355942083,-0.010182492920728347,-0.7302778250283575,-0.2319595543978366,0.1402558935138357,-0.17188791673644255,0.048394316405005876,-0.22551426581686473,0.1520253224437364,-0.009001265525921957,0.0718455020063291,-0.0752099743105323,0.10559799836782788,-0.01837039672910655,0.05068401082561063,-0.03631510375097407,0.08444057983662867,-0.003144166274703535,-0.009995208064770379,-0.017765473292334896,0.0015364655462665206,-0.03145046933594856,0.026854655348471475,-0.005907647437903416,0.008343268979076668,-0.013757568850309824,-0.011612002605801319,-0.009478277664576543,-0.0020568867904592323,-0.001711245828154326,0.006347666234365239,0.00015659576727951386,-0.0067649691219453505,FH
-1067.5643310493538,-627.3915441588574,-437.70580150438434,-169.8840453965727,-281.04790732641516,-37.117236263848724,-58.872707930799436,50.72527835821305,-47.54949612672441,19.457835106081266,17.31137865367842,-2.9965495277388845,-1.9461920945545603,-3.6903748446082774,0.6831365648426205,-4.12635599970554,-0.8711762235858131,-0.5602273023705396,-0.6752818362396364,0.07483671330078187,0.164385194838651,0.6680524469736129,-0.6167121250764617,0.7104565453799969,-0.18729362802183638,0.2896992159992902,-0.0033826364832313036,-0.1454606742491666,0.1465942723852271,-0.006415450815182495,-0.025020958910271607,0.06007548393856426,0.07489565463562019,0.038961578681656506,0.06551409305764212,-0.05329762710023274,0.018500213288757415,-0.01541246471168666,-0.0505876877676163,-0.0004359740331415075,-0.014241754556343899,-0.01822659259857923,0.0029139184989343376,0.00907276334337708,-0.006544048388094122,-0.008522985964754527,-0.0004488526916199693,0.005841134609372068,-0.0006788288436258188,0.0014123635783848708,0.00032201514254544386,0.0001964728818547304,0.0018684775036031116,FH
