,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,class
0,-1239.4296277823473,-38.041817093433515,-96.57798950647305,405.9496270970643,-216.54133153290923,-111.91134544323995,-14.992016709826478,-4.1752362717461455,-14.456588114966355,-1.7244862214444225,19.971363845894277,2.093666956275807,2.1157717097465185,4.782309003956254,2.5038550181662393,5.042734612694712,-0.14497209959892146,-1.07403451030861,-1.1404939131138665,-0.05898591480261406,0.15839654901969752,-0.03712581961183189,-0.4684711151762496,0.014769943358787585,-0.009736672833150934,0.01985293193108447,-0.17039932140147288,-0.2512486520454578,0.149840613170924,-0.05660440145486851,0.17939637818743379,0.040823409764919584,0.22456727836568957,-0.04655046215223856,0.03248738955065964,-0.011577511992399394,0.045800741478865,-0.04729537196179727,-0.013421066749796724,-0.008387184776486202,-0.0024320172596729943,-0.017275793110478926,0.009922171823626418,-0.014315961450032272,0.0158265924333727,-0.006767380422163503,0.0029378058495553457,-0.005125043077945922,0.006781961979195909,0.002977406194153244,0.003429953232989949,-0.005701634629722549,-0.005966647735680132,FH
1,-1286.7237491958647,152.72150715404612,-171.63716172811692,514.454344984196,-315.2067120059623,-105.87603080387788,-116.78387172232608,-8.399028069404793,-8.67915636960052,0.9087676127927646,12.636526222189335,1.0811362303911132,0.23487985503811482,-0.6718493730765636,1.9680938027831298,6.0377180334734355,-1.0425386284152955,-0.963397995893767,-0.8632682686210404,0.06254281052991408,0.14499799671765595,0.18067994573562962,-0.02971908240284716,-0.5063661370935004,-0.014009916157411099,0.03290768445239534,-0.13637226124325322,-0.13287992917296948,0.05065380173848048,-0.01794142523807263,0.10554767828939005,0.12781868100697982,0.1116468409778056,-0.058169058871086324,-0.002242089341524762,-0.011512086797341229,0.015259797720738537,-0.013163592450244031,-0.0031347094524871244,-0.004505089903475259,0.0065260618378476165,0.014918894034161983,0.004285686761496194,-0.0016926052107266705,0.023352541625213868,-0.003344430960234197,-0.008629350930516446,-0.012192688553090983,0.006031597069571391,0.0060688730748721595,-0.000801017450597183,0.003218230645494696,0.0013111384881345836,FH
2,-1458.87691139325,-84.0402434869564,298.44154097636476,130.11594930109862,-384.6267610964672,34.974510048685666,16.62678294519402,17.185515109008634,-13.823400610625608,-0.1428479101310698,16.835100842841886,0.5084037503108026,-0.17536448280483985,9.626057300709952,1.5822702382095597,0.36447447524181265,-0.1652970765196632,0.024533056883031236,-0.5186724436130115,-0.0840503616108752,0.24568520680978936,-0.5413910783267687,-0.5898613864366711,0.7572041720677752,-0.07133156959183917,-0.04890613377898565,-0.09874816394750169,-0.2179637426731076,0.23241053800281264,-0.05215408880753373,0.03508341415647624,0.1527211389198979,0.21671683655637256,-0.05623000245899738,0.026381160549909976,-0.05087834497383775,0.04042445292708535,0.015497041101798122,0.014596222920360995,0.011892172188736203,0.0023560102981032764,-0.034732832191661456,0.03908675711465518,0.0140262639975718,0.006971574587040729,-0.002926995816599115,0.0006284404094896259,-0.005184954127434128,-0.004497928743231631,-0.004508703459228955,0.00226766179109531,-0.0038202030745424368,-0.005438029425497158,FH
3,2325.7529533637257,-1076.0689674215514,616.427987385688,612.2155109320439,361.3864317072052,-88.73201334520986,-35.22866408706888,4.820293152181681,53.63234205837292,111.27755762815504,58.17179291743253,-0.03013458347209348,5.717978896928723,-1.0531558112124357,3.751353720993619,4.229040561289509,0.9121827072734844,-2.4426952573027556,-0.8344407917943144,-1.1175398987160186,-0.2671640556834282,0.29923949405631706,-1.3388919240559738,0.328479238224452,0.017455796611736428,-0.13434484888130582,-0.03836630219980683,-0.5387417090521941,0.27525599594792927,-0.19338723226657462,0.0701011614042637,-0.22088644303996977,0.26872911246095327,-0.057916160075605974,-0.00155808304594623,-0.0948269363893398,-0.00963863337280751,0.007129834338206861,0.09121233095197545,-0.01340262906495302,-0.016750534481191973,-0.07555908108082474,0.011698545673290607,0.021863538344617715,0.03267988575251283,0.003942876830022093,0.016768829371212005,-0.018829368966112616,0.023230584400007703,0.0086828369579503,-0.013498803115721218,-0.015452135107611786,0.0021849126712585503,FH
4,-1264.2786631166389,-684.2677483217466,476.53129953991976,28.533559491686773,-312.23924135306726,-30.906587776352776,-42.23318401984947,7.694381217339016,-10.283818571946474,-3.297224548819835,17.013142428958098,1.8462338938502558,-0.9046364125884592,8.737786398769732,2.4864366013271098,1.169071908957821,-0.6958797050609662,-0.18884922552620734,-0.31382438687470143,0.4399730052157898,0.3826225113207334,-0.43011468080774606,-0.2952407574067316,0.4867822321028991,-0.1701963067487677,0.09848236633417512,0.16369772175414715,-0.08418566324116504,0.04812125580798672,-0.04648069989799923,0.10931971885955531,0.06633737621745302,0.10680800757945781,-0.0019559413633000768,-0.030225598508433458,-0.06167679877004981,0.018408457992600387,-0.016454840208518527,0.01285486286513978,0.0001729313422547379,0.01856323522344186,-0.016012520523647378,0.010619609002847497,0.01965111114072578,0.007160953226626147,0.0016190606194483792,-0.0007556295644697841,-0.0020975973637874577,0.004650100139996495,0.0004405706188668844,0.007914820143884222,0.0005348172374409135,0.0016691606984112308,FH
5,-1309.8455415890378,-38.32602583591756,0.22448218617517282,369.29003832123266,-263.5054641110003,-78.02953006095312,-108.16311309533535,41.011864706478804,-56.060711596697445,29.84182944125668,-20.845979674397157,2.279761166261884,-1.7005637667969091,4.432764887963592,0.12989114698086987,2.30016299517249,-1.3194978214620947,-0.26167058269040006,0.24364398835862822,-0.864105166239742,0.4372946881735211,-0.11594828594086536,-0.36250196295406656,0.2417708686855867,0.019248282705110205,-0.05872241747287034,-0.0786446612080775,-0.25933322216905363,0.08722373304769035,0.06078621395922332,0.05910807363189685,0.10837166187585093,0.06738718981130962,0.009310428962516175,-0.014068539403003306,-0.03749907612674266,0.04804001473719354,-0.003973609823542928,-0.024760089209170857,-0.01517007360885491,-0.007097619607538526,-0.008749420590236399,0.01744039929928443,0.006828271532862398,-0.0026419709750134844,0.0037042731589444337,0.004248294945775624,0.0008998641817554046,-0.0025744887753637487,-0.0028372870274622902,0.001585653179060341,-0.004899502613144723,-0.006578746352820114,FH
6,1785.4508639757062,54.91533402931892,-161.63861348849525,586.1643052832794,-297.51492373958047,-109.13895435012395,-140.56462883492853,-6.643773576230097,-0.6334243165171418,-0.45722789585584733,10.457276439690736,0.47673660914234245,0.9801057576398077,1.3379190138931623,1.5911408545631958,6.738300539457468,-1.1620173781618572,-1.1780566614392876,-0.5548745270946489,-0.02107112730161667,0.1849049761722632,0.3264977491374261,0.07675261606697874,-0.6335110970832452,0.03168765160220774,0.1031054112272674,-0.06138420522265042,-0.0809659178968223,0.012180781154640441,-0.03307875059439637,0.11584551442831155,0.08746892969716093,0.10782426272535495,-0.05266782982368951,-0.002515127755992171,0.022388309802045703,0.019263709291331838,-0.0063992489116272595,0.0010264792755929804,-0.006590657658073805,-0.0011911052771825827,-0.01761148603067314,-0.006856528894215381,-0.007639290860202932,0.00561474531429643,7.216961997759604e-05,-0.0050209444031121655,-0.007549769894162009,0.0013061316285260746,-0.003426106251786643,8.581587072807922e-05,0.0003711993766530364,0.0016439087132792704,FH
7,-1468.9038360406983,90.7237624010594,54.694100321025154,223.62443500302774,-225.24583140054924,-82.6016413048515,-100.2225602788777,30.63920318004334,-10.515994734788338,5.785359421468562,-8.013686497606091,0.6672481447663183,-0.7434712122054784,4.876098251300117,0.6586251402957819,2.841303312824282,-1.3982266176658955,-0.5681581971063955,-0.4342913547367843,-0.27161332950009265,0.22315383164399466,0.22310476262696521,-0.5743116516425191,0.2634406098745612,-0.0008890504040633613,-0.2045464280900592,-0.15314909460147724,-0.23570566353122419,0.1675819967763349,0.02947169896636512,0.09763723247243444,0.07899417287571468,0.1605279895899859,0.02315299627939593,0.031976091704932735,-0.030374044093193817,0.022965713240265053,-0.01809990115217426,-0.02736101136201839,0.0021268185233542336,0.03296944708633709,-0.00831276173871581,0.02952619011706107,-0.002286244229417566,0.010842061057608042,-0.0011234863455304893,0.00021022143839168975,0.0010373689294545976,0.0016785027211556885,-0.0051074093538294755,0.001543511149162434,0.003675081291537738,0.0001044743866080024,FH
8,-905.6895298039494,6.94537261248182,-147.53222701077274,616.9127805772595,-296.4013273753773,-89.16014975303099,-27.949808972809407,19.80395208160632,-47.41878149344254,18.495232499308845,1.1969364979849237,0.6840805097889934,1.9774227629104162,5.939423036538049,0.951707358980792,4.253682644526525,-1.0353130319906603,-0.6199378393695356,-0.5315477704854042,-0.6339166319309206,0.3690805227162765,0.21929197501853737,-0.6330581148614631,-0.17252996476303822,0.10383340462826253,0.21914915618859826,-0.009502282422582357,-0.23411507881561197,0.1532446961241895,-0.009478719719656916,0.0840219041842816,0.062186708125638694,0.11466395563451115,-0.025873948237989712,-0.007724048453309797,-0.04531098225303204,0.08742062183455053,-0.010244825989419283,0.009317972232110358,-0.019285148825450304,0.004370320548841351,-0.02758409747300731,0.02941990090671711,0.004661660026891206,0.00853652137789854,-0.014590221733631625,-0.010541258325032409,0.00978117955217047,-0.0028099009164852373,0.0023567470264023965,-0.00675915965638217,0.0002663106729631132,-0.00655715516520347,FH
9,-1018.4159953766307,-694.2937284369085,291.5089579693922,176.01713539701524,-273.36850584800226,-47.55238490673347,-63.71072062356414,49.84081379750924,-47.553771571660185,24.722628861986486,-19.148112295271126,-2.2614512363800827,-2.627684064994218,-3.4701455267664842,0.5027960209295455,4.415033930399462,-0.9939639142845389,-0.5124755169710636,-0.1478706766124692,-0.6695223670096835,0.09793256796572254,0.8285167756038468,-0.3784493267542437,0.7995055059437179,-0.11636589596789007,-0.2686783812467426,-0.007314899049379078,-0.11381951678272817,0.14987301717237217,-0.016936369296944552,-0.028082507326373022,0.08512847078351506,-0.016987720516366277,0.0030887247970340583,-0.07136762006014273,-0.051717019050113534,0.018683059983337507,-0.018078734573110048,0.05197714192403143,-0.004077350874978725,-0.00743215763404027,-0.015832529938374622,0.0044622390722523645,-0.011409511500213272,-0.009582842902443555,-0.00842540138610645,-0.0005308963042336435,-0.002552780465441842,-0.000919882416928099,-0.0016733752141888634,-0.0009861565812829879,0.0011541947692360873,0.0019910412080841777,FH
10,6529.148802649703,-8003.850197742372,1661.804507913882,473.78302117828207,-137.3980439405929,309.71522023907016,-105.77117609283633,-36.302367479404985,3.10700794623216,-19.378032600925327,32.52569412966988,-1.405627621709858,3.070759646787118,-6.228401047215928,3.9973854279071594,7.705785702916011,-0.2666083409022307,-1.1529087776293387,-1.8431280504377956,1.7517142201193208,0.013374679750411723,-0.057856707432071906,-1.0922933557095023,-0.6707092271517631,0.14190321798251498,0.4695214034588952,-0.21975167885358582,0.03315786084867893,0.1413488642000501,-0.07158002985190814,0.03950886782362327,-0.08457409302855552,0.017563149139532153,-0.10473890759561799,0.11871861035444965,0.056070781889999616,-0.07818386119691399,0.039433519469441215,-0.012730093235783384,0.00734483901318654,-0.015964621098983733,-0.004437795276599984,-0.03126671970405097,-0.006082442178587659,0.010051406817509212,0.0005037039560794347,-0.005754308125463881,-0.019366925534405402,0.004739935016123322,0.002390142835670897,0.004318911130379899,-0.0039280250030755935,0.0015363918954474057,FH
11,-565.1898041520681,-870.4118064375997,76.68998001613399,513.3774090400585,-277.90981048677617,-19.27902286461519,-139.68784174656273,-6.261344560140995,-4.8441852145991815,-3.4664095026446877,17.71819558244247,1.963588133121286,1.3345786003682307,1.7569917295554156,0.9714385471974467,4.482785132246991,-0.8072193297884119,-0.2020307949646194,-1.2558601865435775,0.4246608508232044,0.24121216855439737,-0.17680223484896998,0.04668709565188721,0.009133322996854005,0.008616254907493612,-0.3500107568828042,-0.06500369245050465,-0.12424595713947628,0.13499639438313993,0.0906955945576424,-0.0440234799518718,0.059306080183414225,0.009858328296507533,-0.023088123991959482,0.010425626547598474,-0.025183350006618213,0.006008913861333269,-0.002209382828932817,-0.015133636563253026,-0.021224887356953562,0.019135190369487236,0.00449000402803378,0.01815404703310841,-0.011153445965729899,0.018508535724139016,-0.005634226317064373,0.0002785109725147554,-0.006704154277574919,0.004506203754059468,-0.003313861409674067,0.0006024415953116341,-0.0028035228051057496,-0.00566615631643412,FH
12,-1030.6958010514556,156.17363040066948,-234.18360693085918,535.6281750599339,-279.6851167417174,-30.273746641266545,-108.88972821204166,3.377337431512918,0.6792329086642312,-2.503605076608355,14.438066752940987,2.597033734809143,1.267113582410283,6.127368658608301,1.8713623802979602,5.395762658435464,-0.4748817877394229,-0.7249380273765615,-1.4332393509273884,0.42656095318292714,0.18242929351007572,-0.33307079236145515,-0.18825678518269434,-0.3597747791498947,0.0947502379046736,0.08167944574079596,0.03313097099521928,-0.2076526935153184,0.014059125487065057,-0.07307589898664073,0.1290747762911932,0.06675796209312233,0.2174951396824171,0.07570748483887468,-0.08854957243924932,0.03194200567300156,0.14290437597529035,-0.17899745697217512,-9.37494557818797e-05,-0.003676880969036443,0.0005850114834073003,0.0037249566186751855,0.019831919036785526,0.013444807475940271,0.03299686800797751,0.01398990349892385,0.01563704972094389,-0.0005762214513769678,0.005208725313319761,0.0003149926095629839,-0.0016077206416709382,-0.001831000722571513,-0.0069152315739752996,FH
