,tsne1,tsne2,tsne3,class
230,-26.89667,2.7214687,29.15177,CS
231,-43.92065,-10.286373,29.168837,CS
232,-43.48428,-7.770857,25.112825,CS
233,-21.205112,-1.1194823,22.395824,CS
234,-26.86861,8.817981,18.142529,CS
235,-25.76994,-1.7091087,22.963501,CS
236,-11.650568,59.220234,7.3614035,BC
237,-23.378216,15.180991,-19.626526,BC
238,-10.275446,54.588688,5.952991,BC
239,-7.2671895,56.499912,7.0515137,BC
240,-13.468261,48.51654,6.3910465,BC
241,-17.047142,48.396782,7.202082,BC
242,-36.252823,7.833602,-14.990958,BC
243,-29.874334,9.786249,-13.583521,BC
244,-4.417316,51.601006,5.6743827,BC
245,-25.353827,17.367733,-12.672727,BC
246,-23.01685,13.164914,-13.906849,BC
247,-21.152802,8.848909,-15.051769,BC
248,-16.785267,3.8378406,-9.103482,BC
249,-14.888275,8.543882,-8.730997,BC
250,-20.136318,3.0601985,-5.626776,BC
251,18.217697,-20.91287,14.281245,BC
252,13.202152,-21.139544,16.590904,BC
253,0.35997635,26.3066,-0.4925025,BC
254,12.03184,46.68994,3.058384,BC
255,8.017022,21.76343,0.5477061,BC
256,10.557247,25.562304,-2.578875,BC
257,27.1439,15.743757,30.9714,BC
258,31.239828,-22.6277,8.266992,BC
259,27.432226,-26.075592,9.980738,BC
260,-0.08598962,4.600426,-2.8401752,BC
261,-0.16955745,2.9634166,-5.9279437,BC
262,5.5293903,2.2290676,-4.4794602,BC
263,17.51055,8.479945,13.914258,BC
264,19.794708,-13.967059,17.08384,BC
265,17.90775,-18.47694,17.504517,BC
266,6.8032107,17.236135,-11.2535715,KQ
267,-0.8802183,16.83869,-5.540612,KQ
268,2.1058574,14.642852,-4.3257146,KQ
269,5.3802776,18.388191,-4.830214,KQ
270,1.4947845,11.692248,-7.959519,KQ
271,9.943002,21.056242,-4.7078376,KQ
272,7.779147,8.849897,-13.135794,KQ
273,-4.3232646,36.58423,16.672771,KQ
274,-2.8996084,13.690438,-2.498706,KQ
275,1.2079092,20.25149,-8.901831,KQ
276,-1.8980983,14.647171,-9.726267,KQ
277,-5.5356565,7.040324,-11.101519,KQ
278,3.578277,15.563864,-8.7312,KQ
279,6.847139,11.196987,-9.586617,KQ
280,2.3304195,15.272455,-13.501514,KQ
281,-6.319554,17.148664,0.24570975,KQ
282,-48.598064,24.53841,-4.674081,KQ
283,-2.0419295,17.547909,1.3815532,KQ
284,27.9246,-10.704803,-19.378033,KQ
285,6.613485,-33.361996,35.09915,KQ
286,27.476418,-29.77732,4.8683066,KQ
287,19.415628,-34.02985,12.358411,KQ
288,16.831919,-37.36832,8.319755,KQ
289,18.829689,-38.813072,11.604583,KQ
290,31.955845,-21.055616,-12.099152,KQ
291,24.381727,-17.51412,-11.170865,KQ
292,25.595495,-24.601427,-2.6536162,KQ
293,14.656748,26.656906,11.720914,AR
294,7.3673964,24.287132,-50.828262,AR
