,tsne1,tsne2,tsne3,class
150,-62.2879,33.04064,174.3921,CS
151,-158.38063,46.283997,139.56703,CS
152,2.8148446,-3.197615,161.67276,CS
153,-245.25313,216.31052,-24.98814,CS
154,-86.92701,97.79882,86.1729,CS
155,-171.59297,-104.81551,231.1039,CS
156,-102.505455,78.056755,123.27068,CS
157,-148.7238,-28.314331,164.61713,CS
158,244.67502,-220.35028,220.38844,CS
159,185.00827,-66.0632,229.27394,CS
160,-57.157703,149.1983,375.79138,CS
161,-244.93138,185.27534,41.987896,CS
162,-194.60075,191.10564,31.113047,CS
163,3.72343,-97.80655,163.21971,CS
164,-340.53702,169.0771,104.02004,CS
165,-362.48132,168.91278,55.306812,CS
166,-403.88864,166.9553,31.843126,CS
167,223.50107,158.33907,340.70752,CS
168,-27.412369,-299.70627,132.23657,CS
169,-7.035563,-331.92178,84.55619,CS
170,-234.3241,109.23033,109.0877,CS
171,-142.60078,38.034367,41.594788,CS
172,262.8488,-126.67268,215.93358,CS
173,50.183395,-105.81616,395.1585,CS
174,102.77305,-24.57516,409.6861,CS
175,78.371216,-104.23267,102.66957,CS
176,21.022833,-294.65857,123.231674,CS
177,-86.41194,7.9893317,220.34134,CS
178,-320.5612,125.192604,10.009175,CS
179,206.37788,116.6949,342.44473,CS
180,154.59525,133.63277,289.92786,CS
181,334.46384,84.64334,287.41507,CS
182,-15.812078,10.266382,203.75932,CS
183,165.0671,181.75789,259.638,CS
184,184.75932,89.257126,250.82704,CS
185,301.92035,101.80211,307.51157,CS
186,258.73203,-94.79458,291.1135,CS
187,175.53499,-82.97219,369.73734,CS
188,89.776924,-46.20923,364.3847,CS
189,111.66527,-79.759674,376.224,CS
190,-276.1039,-351.91382,-39.501125,CS
191,87.12752,170.52827,371.7546,CS
192,94.854195,102.12217,390.1113,CS
193,212.30305,145.55109,238.55862,CS
194,-78.4735,32.44433,359.61224,CS
195,16.855085,-58.326797,241.60129,CS
196,83.45863,-67.34796,214.2885,CS
197,37.01734,-49.05401,171.46783,CS
198,250.58601,146.06035,270.28165,CS
199,-156.69449,217.13528,234.82146,CS
200,242.52815,-165.3903,223.76863,CS
201,118.239815,-75.652,282.91498,CS
202,51.82178,-139.63315,260.97147,CS
203,197.32489,-18.725498,277.9306,CS
204,34.420692,-33.54269,354.263,CS
205,-26.057505,-30.482574,269.18817,CS
206,128.83122,134.7965,222.61983,CS
207,-106.58288,6.790915,111.10182,CS
208,-187.99341,99.43948,100.546646,CS
209,-164.57004,-14.372105,87.39339,CS
210,-220.28339,67.655014,280.4001,CS
211,-284.50513,181.32587,150.35124,CS
212,-306.59555,153.55205,89.10609,CS
213,-174.7874,39.76047,93.522095,CS
214,167.81815,-119.07626,311.90695,CS
215,-24.660563,-177.35783,377.11295,CS
216,51.187412,-61.198547,288.653,CS
217,-235.40343,151.94434,274.58395,CS
218,68.55069,-115.721725,213.36893,CS
219,-253.07127,204.43428,176.54132,CS
220,249.46739,-29.834873,287.1707,CS
221,-38.000217,-55.216248,225.41592,CS
222,141.78372,-154.33975,112.94768,CS
223,-54.39012,-46.95718,188.19798,CS
224,-223.33867,153.73701,235.4634,CS
225,-242.56517,113.6653,193.76099,CS
226,-203.57588,79.38611,180.46417,CS
227,-94.51223,-79.42341,191.55663,CS
228,216.36441,-147.34532,142.82037,CS
229,206.57835,-174.50021,111.54107,CS
230,-36.652878,-103.63198,231.95842,CS
231,-61.832275,-196.93077,186.91234,CS
232,-96.2955,-168.7417,164.98865,CS
233,-117.79414,39.42489,188.15883,CS
234,-145.00883,101.687004,239.7481,CS
235,-172.16563,38.82378,197.1426,CS
236,207.25743,316.17517,230.57553,BC
237,52.652313,342.3359,124.61429,BC
238,169.84729,327.26352,197.78096,BC
239,164.60193,290.59082,220.53781,BC
240,115.60737,310.91263,175.36284,BC
241,75.446976,297.61032,183.76582,BC
242,136.2388,-76.54378,29.846315,BC
243,167.31769,-56.707752,-19.917057,BC
244,190.73608,276.74664,185.25699,BC
245,112.476944,320.92117,126.665924,BC
246,180.62427,-53.08196,40.752197,BC
247,193.31456,-70.92631,86.236664,BC
248,-67.257645,-93.732544,93.19818,BC
249,5.2282043,279.2962,101.84048,BC
250,-115.64786,-66.09391,105.99134,BC
251,-1.4907128,-197.93446,-224.07394,BC
252,16.096304,-253.52217,-208.71925,BC
253,140.24283,228.99634,105.61769,BC
254,249.04704,275.47174,233.6171,BC
255,144.15913,227.85944,18.32703,BC
256,179.05534,274.71805,30.908833,BC
257,181.22752,-201.62744,-303.67545,BC
258,-151.15318,205.2869,-155.79193,BC
259,-150.5569,259.5358,-157.56963,BC
260,-111.06447,276.221,-14.302589,BC
261,-82.2759,288.17,-41.763626,BC
262,-78.14883,-242.69211,-340.64432,BC
