tsne1,tsne2,tsne3,class
32.07888,-13.743742,-36.203373,KQ
28.847067,-23.4484,-35.41825,KQ
42.357597,-10.431967,-36.180996,KQ
49.652405,-14.680472,-32.790154,KQ
38.922607,-13.968722,-29.60013,KQ
37.321877,-0.19691554,-49.1416,KQ
41.535187,1.7832727,-56.437336,KQ
31.461931,0.6856454,-45.91403,KQ
55.33805,-3.8756552,25.062824,KQ
31.223528,-19.490553,33.78193,KQ
16.7475,-10.987925,18.269756,KQ
30.845743,-53.531315,-14.826993,KQ
29.402573,-45.47976,-19.165207,KQ
36.644417,-49.089855,-16.512444,KQ
18.100382,0.7078256,42.845985,KQ
12.952831,-7.6749735,37.463512,KQ
10.237723,-3.8829017,28.953632,KQ
21.354769,42.84693,-9.414106,AR
-38.454643,1.6966432,-36.65956,AR
22.322311,35.56845,-9.60747,AR
6.8658233,22.217445,-9.044261,AR
23.274727,31.359142,-25.459259,AR
34.643414,-53.01241,8.9999275,AR
15.02929,53.5267,-8.887144,AR
15.956289,46.27194,-3.8271284,AR
13.094007,59.5783,-0.8750783,AR
29.824938,-18.694233,19.372108,AR
35.1106,23.432983,7.3980603,AR
31.624207,-3.3922913,22.416353,AR
-41.464043,8.847357,-42.005642,AR
11.92616,43.22297,-8.544328,AR
-40.54646,-51.644344,2.4556406,AR
-12.409299,-32.343346,70.06929,AR
12.395186,14.263655,11.20079,AR
23.177197,37.68439,-22.778114,AR
37.922146,-45.213493,9.123058,AR
-33.49552,-1.2842749,-44.043194,AR
9.514749,-19.610638,-1.0024647,AR
39.949345,10.308642,15.231572,AR
8.027243,-23.468237,10.038849,AR
26.501139,-12.248654,12.751774,AR
35.470016,-22.140474,-18.216679,AR
29.226145,-27.748451,-16.948961,AR
6.1781626,-18.50611,24.243406,AR
10.044676,60.334183,-9.098407,AR
25.383202,-36.823757,-18.730967,AR
28.980808,-55.219463,15.450858,AR
-13.784094,-21.583038,4.700616,SL
-9.20349,-4.1221666,6.070571,SL
-38.66486,-22.485628,52.482952,SL
-5.610283,-5.4718237,-1.3937346,SL
-2.8281102,-7.1412287,11.412317,SL
20.873108,32.908176,4.8449173,SL
-5.4139476,-21.128698,10.622622,SL
-12.136472,-16.626225,10.1345,SL
-28.173302,8.636419,47.13574,SL
-38.007298,36.67082,23.35735,SL
